product_id,slug,decision,reason,payload_keys
325bcb4b-b6e9-4a40-bfd8-052e48b96bde,morilee-69928b,failed,"OpenAI error 400: {
  ""error"": {
    ""message"": ""Error while downloading https://www.mariagebruidsmode.nl/images/bruid/Morilee/model-69928b/morilee-trouwjurk-69928b_1.webp. Upstream status code: 404."",
    ""type"": ""invalid_request_error"",
    ""param"": ""url"",
    ""code"": ""invalid_value""
  }
}",
b50615db-749b-47ef-9098-8be0e81b7282,morilee-69926,failed,"OpenAI error 400: {
  ""error"": {
    ""message"": ""Error while downloading https://www.mariagebruidsmode.nl/images/bruid/Morilee/model-69926/morilee-trouwjurk-69926_1.webp. Upstream status code: 404."",
    ""type"": ""invalid_request_error"",
    ""param"": ""url"",
    ""code"": ""invalid_value""
  }
}",
55dcea2b-f28a-4598-90e4-d111ee97bed6,morilee-52027,failed,"OpenAI error 400: {
  ""error"": {
    ""message"": ""Error while downloading https://www.mariagebruidsmode.nl/images/bruid/Morilee/model-52027/morilee-trouwjurk-52027_2.webp. Upstream status code: 404."",
    ""type"": ""invalid_request_error"",
    ""param"": ""url"",
    ""code"": ""invalid_value""
  }
}",
adcb6f5a-bca9-460d-ae23-13a312122005,morilee-3423,failed,"OpenAI error 400: {
  ""error"": {
    ""message"": ""Error while downloading https://www.mariagebruidsmode.nl/images/bruid/Morilee/model-3423/morilee-trouwjurk-3423_1.webp. Upstream status code: 404."",
    ""type"": ""invalid_request_error"",
    ""param"": ""url"",
    ""code"": ""invalid_value""
  }
}",
45282c99-cbba-478d-b523-9e5100ef7231,morilee-2608,failed,"OpenAI error 400: {
  ""error"": {
    ""message"": ""Error while downloading https://www.mariagebruidsmode.nl/images/bruid/Morilee/model-2608/morilee-trouwjurk-2608_1.webp. Upstream status code: 404."",
    ""type"": ""invalid_request_error"",
    ""param"": ""url"",
    ""code"": ""invalid_value""
  }
}",
dbd82f27-0c5b-42f3-a25c-0dad8facbf49,morilee-18772,failed,"OpenAI error 400: {
  ""error"": {
    ""message"": ""Error while downloading https://www.mariagebruidsmode.nl/images/bruid/Morilee/model-18772/morilee-trouwjurk-18772_1.webp. Upstream status code: 404."",
    ""type"": ""invalid_request_error"",
    ""param"": ""url"",
    ""code"": ""invalid_value""
  }
}",
adffda97-908a-4068-8795-71bffdbad861,monica-loretti-8357,failed,"OpenAI error 400: {
  ""error"": {
    ""message"": ""Error while downloading https://www.mariagebruidsmode.nl/images/bruid/Monica Loretti/model-8357/monica-loretti-trouwjurk-volle-bruid-8357_1.webp. Upstream status code: 404."",
    ""type"": ""invalid_request_error"",
    ""param"": ""url"",
    ""code"": ""invalid_value""
  }
}",
2188637c-0699-4f23-9886-2b6ded3aa53a,monica-loretti-8293,failed,"OpenAI error 400: {
  ""error"": {
    ""message"": ""Error while downloading https://www.mariagebruidsmode.nl/images/bruid/Monica Loretti/model-8293/trouwjurk-monica-loretti-8293_1.webp. Upstream status code: 404."",
    ""type"": ""invalid_request_error"",
    ""param"": ""url"",
    ""code"": ""invalid_value""
  }
}",
26c50a30-af26-4335-9e0b-92e1dde17807,monica-loretti-8291,failed,"OpenAI error 400: {
  ""error"": {
    ""message"": ""Error while downloading https://www.mariagebruidsmode.nl/images/bruid/Monica Loretti/model-8291/trouwjurk-monica-loretti-8291_2.webp. Upstream status code: 404."",
    ""type"": ""invalid_request_error"",
    ""param"": ""url"",
    ""code"": ""invalid_value""
  }
}",
301bca69-97ad-43fa-a3c1-f8defb447cfd,monica-loretti-8282,failed,"OpenAI error 400: {
  ""error"": {
    ""message"": ""Error while downloading https://www.mariagebruidsmode.nl/images/bruid/Monica Loretti/model-8282/trouwjurk-monica-loretti-8282_2.webp. Upstream status code: 404."",
    ""type"": ""invalid_request_error"",
    ""param"": ""url"",
    ""code"": ""invalid_value""
  }
}",
